group_1724	sp|P0A0Q7.1|	6.17e-48	51.773	RecName: Full=Protein VdlD [Helicobacter pylori 26695]	85962;85963	N/A;N/A	N/A;N/A	N/A	N/A	RecName: Full=Protein VdlD [Helicobacter pylori 26695]<>RecName: Full=Protein VdlD [Helicobacter pylori J99]
group_1298	sp|P40586.1|	5.85e-51	40.278	RecName: Full=Uncharacterized protein YIR042C [Saccharomyces cerevisiae S288C]	559292	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized protein YIR042C [Saccharomyces cerevisiae S288C]
group_1858	sp|Q06592.1|	4.57e-26	35.811	RecName: Full=Histone acetyltransferase HPA2 [Saccharomyces cerevisiae S288C]	559292	N/A	N/A	N/A	N/A	RecName: Full=Histone acetyltransferase HPA2 [Saccharomyces cerevisiae S288C]
paiB	sp|Q4WVZ0.1|	2.91e-32	37.288	RecName: Full=Uncharacterized protein AFUA_5G13800 [Aspergillus fumigatus Af293]	330879	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized protein AFUA_5G13800 [Aspergillus fumigatus Af293]
gabR_1	sp|P49309.1|	3.25e-76	36.456	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	382	N/A	N/A	N/A	N/A	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]
spuD_1	sp|Q02UB7.1|	6.11e-155	61.111	RecName: Full=Putrescine-binding periplasmic protein SpuD; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]	208963;208964	N/A;N/A	N/A;N/A	N/A	N/A	RecName: Full=Putrescine-binding periplasmic protein SpuD; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]<>RecName: Full=Putrescine-binding periplasmic protein SpuD; Flags: Precursor [Pseudomonas aeruginosa PAO1]
aphA	sp|Q9I3T5.1|	4.50e-172	70.520	RecName: Full=Acetylpolyamine amidohydrolase 1; Short=APAH 1; AltName: Full=Acetylcadaverine deacetylase; AltName: Full=Acetylpolyamine deacetylase; AltName: Full=Acetylputrescine deacetylase [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Acetylpolyamine amidohydrolase 1; Short=APAH 1; AltName: Full=Acetylcadaverine deacetylase; AltName: Full=Acetylpolyamine deacetylase; AltName: Full=Acetylputrescine deacetylase [Pseudomonas aeruginosa PAO1]
group_736	sp|P72171.1|	2.48e-40	34.767	RecName: Full=Ornithine utilization regulator [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Ornithine utilization regulator [Pseudomonas aeruginosa PAO1]
ansA	sp|P0A962.1|	2.31e-49	36.873	RecName: Full=L-asparaginase 1; AltName: Full=L-asparaginase I; Short=L-ASNase I; AltName: Full=L-asparagine amidohydrolase I [Escherichia coli K-12]	83333;83334	N/A;N/A	N/A;N/A	N/A	N/A	RecName: Full=L-asparaginase 1; AltName: Full=L-asparaginase I; Short=L-ASNase I; AltName: Full=L-asparagine amidohydrolase I [Escherichia coli K-12]<>RecName: Full=L-asparaginase 1; AltName: Full=L-asparaginase I; Short=L-ASNase I; AltName: Full=L-asparagine amidohydrolase I [Escherichia coli O157:H7]
alsT	sp|O31464.2|	1.82e-107	44.325	RecName: Full=Probable sodium/glutamine symporter GlnT [Bacillus subtilis subsp. subtilis str. 168]	224308	N/A	N/A	N/A	N/A	RecName: Full=Probable sodium/glutamine symporter GlnT [Bacillus subtilis subsp. subtilis str. 168]
group_1849	sp|I1RV22.1|	4.42e-12	30.769	RecName: Full=Putative acetyltransferase FG08082; AltName: Full=Butenolide biosynthesis cluster protein FG08082 [Fusarium graminearum PH-1]	229533	N/A	N/A	N/A	N/A	RecName: Full=Putative acetyltransferase FG08082; AltName: Full=Butenolide biosynthesis cluster protein FG08082 [Fusarium graminearum PH-1]
aspA	sp|P07346.1|	0.0	99.156	RecName: Full=Aspartate ammonia-lyase; Short=Aspartase [Pseudomonas fluorescens]	294	N/A	N/A	N/A	N/A	RecName: Full=Aspartate ammonia-lyase; Short=Aspartase [Pseudomonas fluorescens]
yjiE	sp|P39376.1|	1.07e-59	37.755	RecName: Full=HTH-type transcriptional regulator YjiE; AltName: Full=Hypochlorite-response regulator protein YjiE; AltName: Full=Quorum-sensing regulator protein D [Escherichia coli K-12]	83333	N/A	N/A	N/A	N/A	RecName: Full=HTH-type transcriptional regulator YjiE; AltName: Full=Hypochlorite-response regulator protein YjiE; AltName: Full=Quorum-sensing regulator protein D [Escherichia coli K-12]
purE	sp|P72157.2|	5.16e-84	91.411	RecName: Full=N5-carboxyaminoimidazole ribonucleotide mutase; Short=N5-CAIR mutase; AltName: Full=5-(carboxyamino)imidazole ribonucleotide mutase [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=N5-carboxyaminoimidazole ribonucleotide mutase; Short=N5-CAIR mutase; AltName: Full=5-(carboxyamino)imidazole ribonucleotide mutase [Pseudomonas aeruginosa PAO1]
purK	sp|P72158.2|	0.0	89.106	RecName: Full=N5-carboxyaminoimidazole ribonucleotide synthase; Short=N5-CAIR synthase; AltName: Full=5-(carboxyamino)imidazole ribonucleotide synthetase [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=N5-carboxyaminoimidazole ribonucleotide synthase; Short=N5-CAIR synthase; AltName: Full=5-(carboxyamino)imidazole ribonucleotide synthetase [Pseudomonas aeruginosa PAO1]
group_2544	sp|P64485.1|	1.38e-05	51.111	RecName: Full=UPF0410 protein YeaQ [Escherichia coli K-12]	83333;83334;199310	N/A;N/A;N/A	N/A;N/A;N/A	N/A	N/A	RecName: Full=UPF0410 protein YeaQ [Escherichia coli K-12]<>RecName: Full=UPF0410 protein YeaQ [Escherichia coli CFT073]<>RecName: Full=UPF0410 protein YeaQ [Escherichia coli O157:H7]
group_1590	sp|P07207.3|	0.64	36.364	RecName: Full=Neurogenic locus Notch protein; Contains: RecName: Full=Processed neurogenic locus Notch protein; Flags: Precursor [Drosophila melanogaster]	7227	N/A	N/A	N/A	N/A	RecName: Full=Neurogenic locus Notch protein; Contains: RecName: Full=Processed neurogenic locus Notch protein; Flags: Precursor [Drosophila melanogaster]
yeaD_1	sp|Q40784.1|	1.15e-36	30.492	RecName: Full=Putative glucose-6-phosphate 1-epimerase; AltName: Full=Putative D-hexose-6-phosphate mutarotase; AltName: Full=Putative apospory-associated protein C [Cenchrus ciliaris]	35872	N/A	N/A	N/A	N/A	RecName: Full=Putative glucose-6-phosphate 1-epimerase; AltName: Full=Putative D-hexose-6-phosphate mutarotase; AltName: Full=Putative apospory-associated protein C [Cenchrus ciliaris]
group_1983	sp|P44886.1|	2.56e-36	46.341	RecName: Full=Uncharacterized acyl-CoA thioester hydrolase HI_0827 [Haemophilus influenzae Rd KW20]	71421	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized acyl-CoA thioester hydrolase HI_0827 [Haemophilus influenzae Rd KW20]
abaF	sp|P16482.1|	6.27e-54	31.436	RecName: Full=Citrate-proton symporter; AltName: Full=Citrate carrier protein; AltName: Full=Citrate transporter [Klebsiella pneumoniae]	573	N/A	N/A	N/A	N/A	RecName: Full=Citrate-proton symporter; AltName: Full=Citrate carrier protein; AltName: Full=Citrate transporter [Klebsiella pneumoniae]
pstS_1	sp|G3XDA8.1|	0.0	84.887	RecName: Full=Phosphate-binding protein PstS; Flags: Precursor [Pseudomonas aeruginosa PAO1]	287;208963;208964	N/A;N/A;N/A	N/A;N/A;N/A	N/A	N/A	RecName: Full=Phosphate-binding protein PstS; Flags: Precursor [Pseudomonas aeruginosa PAO1]<>RecName: Full=Phosphate-binding protein PstS; Flags: Precursor [Pseudomonas aeruginosa]<>RecName: Full=Phosphate-binding protein PstS; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]
group_107	sp|Q98FL3.1|	4.00e-10	27.711	RecName: Full=Phosphate transport system permease protein PstC [Mesorhizobium japonicum MAFF 303099]	266835	N/A	N/A	N/A	N/A	RecName: Full=Phosphate transport system permease protein PstC [Mesorhizobium japonicum MAFF 303099]
group_226	sp|P46339.2|	2.24e-14	31.068	RecName: Full=Probable ABC transporter permease protein YqgH [Bacillus subtilis subsp. subtilis str. 168]	224308	N/A	N/A	N/A	N/A	RecName: Full=Probable ABC transporter permease protein YqgH [Bacillus subtilis subsp. subtilis str. 168]
pstB_1	sp|Q4K3K9.1|	0.0	97.834	RecName: Full=Phosphate import ATP-binding protein PstB; AltName: Full=ABC phosphate transporter; AltName: Full=Phosphate-transporting ATPase [Pseudomonas protegens Pf-5]	220664	N/A	N/A	N/A	N/A	RecName: Full=Phosphate import ATP-binding protein PstB; AltName: Full=ABC phosphate transporter; AltName: Full=Phosphate-transporting ATPase [Pseudomonas protegens Pf-5]
phoU	sp|Q9Z410.1|	2.45e-156	91.797	RecName: Full=Phosphate-specific transport system accessory protein PhoU homolog; Short=Pst system accessory protein PhoU homolog [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Phosphate-specific transport system accessory protein PhoU homolog; Short=Pst system accessory protein PhoU homolog [Pseudomonas putida]
cheB_1	sp|Q9FAD7.3|	1.17e-23	42.063	RecName: Full=Chemotaxis protein CheY [Enterobacter cloacae]	550	N/A	N/A	N/A	N/A	RecName: Full=Chemotaxis protein CheY [Enterobacter cloacae]
group_394	sp|O05241.2|	9.07e-62	33.073	RecName: Full=UPF0053 protein YugS [Bacillus subtilis subsp. subtilis str. 168]	224308	N/A	N/A	N/A	N/A	RecName: Full=UPF0053 protein YugS [Bacillus subtilis subsp. subtilis str. 168]
phoR	sp|P23621.2|	0.0	79.677	RecName: Full=Phosphate regulon sensor protein PhoR [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Phosphate regulon sensor protein PhoR [Pseudomonas aeruginosa PAO1]
phoB	sp|P23620.2|	1.35e-158	94.298	RecName: Full=Phosphate regulon transcriptional regulatory protein PhoB [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Phosphate regulon transcriptional regulatory protein PhoB [Pseudomonas aeruginosa PAO1]
ubiA	sp|C3K4C4.1|	0.0	97.973	RecName: Full=4-hydroxybenzoate octaprenyltransferase; AltName: Full=4-HB polyprenyltransferase [Pseudomonas fluorescens SBW25]	216595	N/A	N/A	N/A	N/A	RecName: Full=4-hydroxybenzoate octaprenyltransferase; AltName: Full=4-HB polyprenyltransferase [Pseudomonas fluorescens SBW25]
ubiC	sp|Q3K4G4.1|	1.92e-90	82.390	RecName: Full=Probable chorismate pyruvate-lyase 2; Short=CL 2; Short=CPL 2 [Pseudomonas fluorescens Pf0-1]	205922	N/A	N/A	N/A	N/A	RecName: Full=Probable chorismate pyruvate-lyase 2; Short=CL 2; Short=CPL 2 [Pseudomonas fluorescens Pf0-1]
rubA1	sp|Q9HTK7.1|	2.71e-28	83.636	RecName: Full=Rubredoxin-1; Short=Rdxs [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Rubredoxin-1; Short=Rdxs [Pseudomonas aeruginosa PAO1]
alkT	sp|Q9HTK9.1|	0.0	79.265	RecName: Full=Rubredoxin-NAD(+) reductase; Short=RdxR [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Rubredoxin-NAD(+) reductase; Short=RdxR [Pseudomonas aeruginosa PAO1]
hupB_1	sp|Q9HTL0.1|	8.03e-57	92.222	RecName: Full=DNA-binding protein HU-alpha [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=DNA-binding protein HU-alpha [Pseudomonas aeruginosa PAO1]
group_1868	sp|O82861.1|	0.065	40.816	RecName: Full=Cellulose synthase operon protein C; Flags: Precursor [Komagataeibacter sucrofermentans DSM 15973]	1307942	N/A	N/A	N/A	N/A	RecName: Full=Cellulose synthase operon protein C; Flags: Precursor [Komagataeibacter sucrofermentans DSM 15973]
group_1888	sp|Q9I738.1|	0.51	35.385	RecName: Full=Effector EagT6 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Effector EagT6 [Pseudomonas aeruginosa PAO1]
vgrG1_1	sp|Q9I741.1|	0.0	70.423	RecName: Full=Type VI secretion system spike protein VgrG1a; AltName: Full=T6SS spike protein VgrG1a [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system spike protein VgrG1a; AltName: Full=T6SS spike protein VgrG1a [Pseudomonas aeruginosa PAO1]
clpV1_1	sp|Q9I742.1|	0.0	87.251	RecName: Full=AAA+ ATPase ClpV1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=AAA+ ATPase ClpV1 [Pseudomonas aeruginosa PAO1]
group_669	sp|C7Z7C3.1|	1.9	26.852	RecName: Full=Phosphatidylethanolamine N-methyltransferase; Short=PE methyltransferase; Short=PEAMT; Short=PEMT [Fusarium vanettenii 77-13-4]	660122	N/A	N/A	N/A	N/A	RecName: Full=Phosphatidylethanolamine N-methyltransferase; Short=PE methyltransferase; Short=PEAMT; Short=PEMT [Fusarium vanettenii 77-13-4]
group_180	sp|Q9I744.1|	0.0	80.129	RecName: Full=Type VI secretion system component TssF1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system component TssF1 [Pseudomonas aeruginosa PAO1]
group_1640	sp|Q9I745.1|	7.58e-71	67.262	RecName: Full=Type VI secretion system component TssE1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system component TssE1 [Pseudomonas aeruginosa PAO1]
hcp1_1	sp|Q9I747.1|	8.27e-75	75.776	RecName: Full=Protein hcp1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Protein hcp1 [Pseudomonas aeruginosa PAO1]
group_299	sp|Q9I748.1|	0.0	91.365	RecName: Full=Type VI secretion system sheath protein TssC1; AltName: Full=Sheath protein HsiC1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system sheath protein TssC1; AltName: Full=Sheath protein HsiC1 [Pseudomonas aeruginosa PAO1]
group_1665	sp|Q9I749.1|	7.82e-107	92.073	RecName: Full=Type VI secretion system sheath protein TssB1; AltName: Full=Sheath protein HsiB1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system sheath protein TssB1; AltName: Full=Sheath protein HsiB1 [Pseudomonas aeruginosa PAO1]
group_414	sp|O65934.1|	0.064	31.579	RecName: Full=ABC transporter ATP-binding/permease protein Rv1747 [Mycobacterium tuberculosis H37Rv]	83332	N/A	N/A	N/A	N/A	RecName: Full=ABC transporter ATP-binding/permease protein Rv1747 [Mycobacterium tuberculosis H37Rv]
group_1658	sp|P0CD66.1|	0.60	34.783	RecName: Full=Alpha-glucosidase; AltName: Full=Maltase [Saccharolobus solfataricus P2]	273057	N/A	N/A	N/A	N/A	RecName: Full=Alpha-glucosidase; AltName: Full=Maltase [Saccharolobus solfataricus P2]
group_397	sp|Q9I753.1|	0.0	75.450	RecName: Full=Type VI secretion system baseplate component TssK1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system baseplate component TssK1 [Pseudomonas aeruginosa PAO1]
group_435	sp|P46827.1|	6.51e-18	34.532	RecName: Full=Uncharacterized 24.6 kDa protein in ccpA 3'region; AltName: Full=ORF2 [Priestia megaterium]	1404	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized 24.6 kDa protein in ccpA 3'region; AltName: Full=ORF2 [Priestia megaterium]
group_26	sp|Q9I755.1|	0.0	77.293	RecName: Full=Type VI secretion system component TssM1 [Pseudomonas aeruginosa PAO1]	208964	N/A	N/A	N/A	N/A	RecName: Full=Type VI secretion system component TssM1 [Pseudomonas aeruginosa PAO1]
group_1330	sp|Q21388.2|	3.1	44.118	RecName: Full=Zinc metalloproteinase nas-10; AltName: Full=Nematode astacin 10; Flags: Precursor [Caenorhabditis elegans]	6239	N/A	N/A	N/A	N/A	RecName: Full=Zinc metalloproteinase nas-10; AltName: Full=Nematode astacin 10; Flags: Precursor [Caenorhabditis elegans]
prpC_1	sp|O34779.1|	1.34e-35	35.246	RecName: Full=Protein phosphatase PrpC [Bacillus subtilis subsp. subtilis str. 168]	224308	N/A	N/A	N/A	N/A	RecName: Full=Protein phosphatase PrpC [Bacillus subtilis subsp. subtilis str. 168]
pknD_1	sp|P54744.3|	1.81e-47	41.667	RecName: Full=Serine/threonine-protein kinase PknB [Mycobacterium leprae TN]	272631	N/A	N/A	N/A	N/A	RecName: Full=Serine/threonine-protein kinase PknB [Mycobacterium leprae TN]
ytrE	sp|O34979.2|	3.95e-29	35.681	RecName: Full=Uncharacterized ABC transporter ATP-binding protein YvrO [Bacillus subtilis subsp. subtilis str. 168]	224308	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized ABC transporter ATP-binding protein YvrO [Bacillus subtilis subsp. subtilis str. 168]
group_517	sp|P0CT44.1|	0.41	24.176	RecName: Full=3-hydroxy-3-methylglutaryl-coenzyme A reductase; Short=HMG-CoA reductasee [Fusarium fujikuroi]	5127	N/A	N/A	N/A	N/A	RecName: Full=3-hydroxy-3-methylglutaryl-coenzyme A reductase; Short=HMG-CoA reductasee [Fusarium fujikuroi]
group_216	sp|V9TSX0.1|	4.19e-06	24.752	RecName: Full=Chaperone protein LppX; Flags: Precursor [Paenibacillus barcinonensis]	198119	N/A	N/A	N/A	N/A	RecName: Full=Chaperone protein LppX; Flags: Precursor [Paenibacillus barcinonensis]
group_2054	sp|A6LSR0.1|	2.0	39.474	RecName: Full=Polyribonucleotide nucleotidyltransferase; AltName: Full=Polynucleotide phosphorylase; Short=PNPase [Clostridium beijerinckii NCIMB 8052]	290402	N/A	N/A	N/A	N/A	RecName: Full=Polyribonucleotide nucleotidyltransferase; AltName: Full=Polynucleotide phosphorylase; Short=PNPase [Clostridium beijerinckii NCIMB 8052]
group_361	sp|O83112.1|	1.74e-11	22.727	RecName: Full=Uncharacterized protein TP_0073 [Treponema pallidum subsp. pallidum str. Nichols]	243276	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized protein TP_0073 [Treponema pallidum subsp. pallidum str. Nichols]
recG	sp|Q8XD86.1|	0.0	58.986	RecName: Full=ATP-dependent DNA helicase RecG [Escherichia coli O157:H7]	83334	N/A	N/A	N/A	N/A	RecName: Full=ATP-dependent DNA helicase RecG [Escherichia coli O157:H7]
oxyR_1	sp|P0ACQ4.1|	8.13e-69	40.339	RecName: Full=Hydrogen peroxide-inducible genes activator; AltName: Full=Morphology and auto-aggregation control protein [Escherichia coli K-12]	83333;83334;199310	N/A;N/A;N/A	N/A;N/A;N/A	N/A	N/A	RecName: Full=Hydrogen peroxide-inducible genes activator; AltName: Full=Morphology and auto-aggregation control protein [Escherichia coli K-12]<>RecName: Full=Hydrogen peroxide-inducible genes activator; AltName: Full=Morphology and auto-aggregation control protein [Escherichia coli CFT073]<>RecName: Full=Hydrogen peroxide-inducible genes activator; AltName: Full=Morphology and auto-aggregation control protein [Escherichia coli O157:H7]
tpd	sp|Q2YK40.1|	5.22e-34	47.368	RecName: Full=UPF0423 protein BAB2_0840; Flags: Precursor [Brucella abortus 2308]	204722;224914;262698;359391	N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A	N/A	N/A	RecName: Full=UPF0423 protein BAB2_0840; Flags: Precursor [Brucella abortus 2308]<>RecName: Full=UPF0423 protein BruAb2_0820; Flags: Precursor [Brucella abortus bv. 1 str. 9-941]<>RecName: Full=UPF0423 protein BRA0381/BS1330_II0378; Flags: Precursor [Brucella suis 1330]<>RecName: Full=UPF0423 protein BMEII0885; Flags: Precursor [Brucella melitensis bv. 1 str. 16M]
efeU_1	sp|Q0T618.2|	8.73e-08	33.146	RecName: Full=Ferrous iron permease EfeU; AltName: Full=Fe(2+) ion permease EfeU; AltName: Full=Ferrous iron uptake protein [Shigella flexneri 5 str. 8401]	373384	N/A	N/A	N/A	N/A	RecName: Full=Ferrous iron permease EfeU; AltName: Full=Fe(2+) ion permease EfeU; AltName: Full=Ferrous iron uptake protein [Shigella flexneri 5 str. 8401]
group_2205	sp|Q9ZDD7.1|	3.57e-18	36.145	RecName: Full=Uncharacterized protein RP394 [Rickettsia prowazekii str. Madrid E]	272947	N/A	N/A	N/A	N/A	RecName: Full=Uncharacterized protein RP394 [Rickettsia prowazekii str. Madrid E]
group_1143	sp|Q05613.1|	8.84e-35	54.622	RecName: Full=Protein TonB [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Protein TonB [Pseudomonas putida]
group_1143	sp|Q05613.1|	2.40e-12	59.184	RecName: Full=Protein TonB [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Protein TonB [Pseudomonas putida]
exbD_1	sp|Q05606.1|	2.65e-79	80.986	RecName: Full=Biopolymer transport protein ExbD [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Biopolymer transport protein ExbD [Pseudomonas putida]
tolQ_1	sp|Q05605.1|	3.91e-127	88.430	RecName: Full=Biopolymer transport protein ExbB [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Biopolymer transport protein ExbB [Pseudomonas putida]
tolQ_1	sp|Q05605.1|	0.007	65.625	RecName: Full=Biopolymer transport protein ExbB [Pseudomonas putida]	303	N/A	N/A	N/A	N/A	RecName: Full=Biopolymer transport protein ExbB [Pseudomonas putida]
group_967	sp|Q3ZBE9.1|	1.40e-04	28.902	RecName: Full=Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating [Bos taurus]	9913	N/A	N/A	N/A	N/A	RecName: Full=Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating [Bos taurus]
group_1153	sp|Q01KC2.2|	0.53	29.630	RecName: Full=Glycolate oxidase 2; Short=GOX 2; Short=OsGLO2; AltName: Full=Peroxisomal (S)-2-hydroxy-acid oxidase GLO2; AltName: Full=Short chain alpha-hydroxy acid oxidase GLO2 [Oryza sativa Indica Group]	39946;39947	N/A;N/A	N/A;N/A	N/A	N/A	RecName: Full=Glycolate oxidase 2; Short=GOX 2; Short=OsGLO2; AltName: Full=Peroxisomal (S)-2-hydroxy-acid oxidase GLO2; AltName: Full=Short chain alpha-hydroxy acid oxidase GLO2 [Oryza sativa Indica Group]<>RecName: Full=Glycolate oxidase 2; Short=GOX 2; Short=OsGLO2; AltName: Full=Peroxisomal (S)-2-hydroxy-acid oxidase GLO2; AltName: Full=Short chain alpha-hydroxy acid oxidase GLO2 [Oryza sativa Japonica Group]
yabJ_1	sp|P40431.2|	3.10e-71	80.159	RecName: Full=RutC family protein in vnfA 5'region; AltName: Full=ORF1 [Azotobacter vinelandii]	354	N/A	N/A	N/A	N/A	RecName: Full=RutC family protein in vnfA 5'region; AltName: Full=ORF1 [Azotobacter vinelandii]
